unique_id,city,state,contact_title,category,PRMKTS,EQMKTS,RAMKTS,MMKTS,has_facebook,has_twitter,degree_connected,revenue,headcount
UJHQYINM,San Diego,CA,Data Scientist,Automotive,0.4739806735173857,0.5124725637261913,0.5101379002775024,0.4988637125070265,False,False,2.0,4092000,135
QZTVRCHF,Los Angeles,CA,Manager,Healthcare,0.48201260069006674,0.5446348682475606,0.478909057329571,0.5018521754223995,True,False,3.0,7379000,141
IAGMQFBC,Denver,CO,CEO,Finance,0.5852598452421947,0.6934785454126288,0.4622601232872425,0.5803328379806887,False,False,2.0,7695000,206
QFXIOYVN,Seattle,WA,Owner,Software,0.37221825702277195,0.46793002322895944,0.36548020007352366,0.40187616010841837,True,True,2.0,7641000,123
CITWOJXD,Chicago,IL,Owner,Healthcare,0.5116638374883344,0.47315856104938764,0.49829291832588923,0.49437177228787044,True,True,1.0,5434000,233
JRKSCHEI,Denver,CO,Engineer,Insurance,0.43068296287384855,0.3411274977129159,0.4985208349680696,0.4234437651849447,True,False,3.0,4474000,271
OLMQZBTG,Boston,MA,CEO,Finance,0.6535266705636905,0.6749406678474497,0.47933574757673486,0.602601028662625,False,True,2.0,7204000,253
MJAKDCSW,Denver,CO,Owner,Healthcare,0.5197780850594528,0.45851868424518677,0.5181619140996584,0.49881956113476594,True,False,2.0,5315000,166
FKDZQPBT,Memphis,TN,Manager,Manufacturing,0.5065058222042544,0.6735090730357027,0.4475739280979777,0.5425296077793117,True,False,2.0,5769000,140
APDMILFT,New York,NY,Sales,Finance,0.551569993275387,0.5040347968602399,0.6186478702589832,0.5580842201315367,True,True,1.0,4967000,225
SKUDOVYN,Los Angeles,CA,Manager,Healthcare,0.44455917499436476,0.5268563477711256,0.6659359903347672,0.5457838377000859,False,False,2.0,4340000,308
KOFNMWPV,Phoenix,AZ,CMO,Finance,0.5767968794117223,0.3728007366405697,0.7210923306118531,0.5568966488880484,True,False,1.0,4757000,400
IDLOXYBQ,New York,NY,CEO,Law,0.3693590617639745,0.3078759634883459,0.49598059741423295,0.3910718742221844,False,True,2.0,5770000,280
OFHYEQTA,Phoenix,AZ,Sales,Healthcare,0.6993328595448473,0.6314395779189346,0.5079006224474674,0.6128910199704164,True,True,1.0,4788000,144
MXYEGSRK,Phoenix,AZ,Engineer,Automotive,0.4749020046983299,0.48832980775332724,0.5535925994421012,0.5056081372979194,False,False,3.0,4975000,308
UHVPAQKD,Boston,MA,Manager,Restaurant,0.5340780108428069,0.6209863526568986,0.45636808373076265,0.5371441490768227,True,False,2.0,2731000,225
KSMTNVUE,Boston,MA,Owner,Healthcare,0.5030777026322197,0.49545378582837507,0.5088887362679211,0.5024734082428387,True,True,2.0,5458000,216
YZCAJDUO,New York,NY,Sales,Insurance,0.3817605426186344,0.6397530780433685,0.5521151782427819,0.5245429329682616,False,False,2.0,2881000,316
ICSVWBTY,Phoenix,AZ,CEO,Automotive,0.4086307405084408,0.6550212114861966,0.2779256008973503,0.4471925176306626,True,True,2.0,8102000,164
GMHJFLAR,Chicago,IL,Sales,Manufacturing,0.5991570140800526,0.4471122074411545,0.593719699850345,0.5466629737905173,False,False,2.0,3749000,291
PLNZWVOT,Kansas City,MO,Engineer,Software,0.41318742050521656,0.5048734127347777,0.5147230035278463,0.47759461225594685,True,False,2.0,5234000,248
XMQUBWOP,Austin,TX,CEO,Law,0.4598413247253813,0.4179546764969907,0.5665369217275709,0.481444307649981,False,False,2.0,6174000,365
ODKTGAFH,San Diego,CA,,Automotive,0.5065578678589135,0.2069828277028558,0.5057991463948177,0.406446613985529,True,True,3.0,5619000,267
BDKGCWMR,New York,NY,Engineer,Insurance,0.5124477666179241,0.5583207741270256,0.5181414716052184,0.5296366707833894,False,False,2.0,3833000,280
TRSNLJDY,New York,NY,Engineer,Insurance,0.6696811713703004,0.4975315129217081,0.46947853770194065,0.5455637406646497,False,False,3.0,4656000,250
WJQSCFTG,Phoenix,AZ,Manager,Automotive,0.5320502069738593,0.5320197493404785,0.48542149267982554,0.5164971496647212,True,True,2.0,4701000,195
XDWKGZNM,Boston,MA,CEO,Healthcare,0.5686873230343134,0.5916565861209663,0.4323014073133298,0.5308817721562032,False,True,2.0,6662000,233
JXFKGOCQ,New York,NY,Owner,Automotive,0.7074333351962353,0.3784963127527614,0.5636422215244659,0.5498572898244876,False,False,2.0,3753000,291
SWPVMCUR,Memphis,TN,,Hardware,0.5186375709162373,0.5538686105407774,0.4697089634851051,0.5140717149807066,True,True,1.0,4395000,71
AROTMIZG,Seattle,WA,Manager,Law,0.4899992224970861,0.6988739242859263,0.47078389515172336,0.5532190139782452,False,False,2.0,6418000,151
VXUHTOFB,Freehold,NJ,Sales,Hardware,0.6121254213679984,0.5747336521261008,0.5270358430711202,0.5712983055217399,True,True,2.0,4443000,203
GOIKXAWP,Phoenix,AZ,,Automotive,0.3777549556783691,0.48045100478589375,0.4882945237530407,0.4488334947391011,True,False,2.0,5722000,308
BISJAUDP,Freehold,NJ,Data Scientist,Automotive,0.6366361400764217,0.6854326282888763,0.5266796361555722,0.6162494681736234,True,True,2.0,4758000,264
YEFBMQXJ,Los Angeles,CA,Data Scientist,Insurance,0.46774360197401094,0.44326727427959567,0.5085838997788815,0.47319825867749604,False,False,3.0,3747000,110
CYVPBDSJ,New York,NY,Owner,Healthcare,0.5762499978187313,0.6653178110419574,0.4548783631791212,0.5654820573466033,False,True,2.0,6232000,207
PUSZCYVN,Denver,CO,Sales,Law,0.3308169252119251,0.513144054819183,0.5898881164518466,0.47794969882765154,True,False,2.0,4741000,306
ZRGKPHCN,Phoenix,AZ,Data Scientist,Automotive,0.5604656644275691,0.5362988740361516,0.5675021709430303,0.5547555698022503,True,True,3.0,4798000,336
KQJAULOY,New York,NY,CMO,Healthcare,0.5912101427567967,0.4367235886532562,0.663835891919619,0.5639232077765572,False,False,1.0,3318000,283
EYJPATIU,New York,NY,CMO,Manufacturing,0.5978770673908187,0.31748162734134966,0.44865426243101125,0.45467098572105985,True,False,2.0,5941000,217
BPNYLJTW,Phoenix,AZ,Sales,Automotive,0.3330946732536042,0.6117428314848105,0.5177349775797943,0.4875241607727363,False,False,2.0,4380000,219
SVGJZKEC,Tulsa,OK,CEO,Finance,0.5642546190929311,0.5261862204227938,0.44977369123644884,0.5134048435840579,True,True,2.0,6978000,254
DLRSMAEF,Denver,CO,Owner,Insurance,0.4929729283581621,0.534813031777477,0.36149285975680545,0.4630929399641482,False,True,2.0,5924000,142
DWNOYCAK,Boston,MA,Owner,Healthcare,0.724000478192708,0.6244136287011387,0.5487865248389648,0.6324002105776039,True,True,1.0,2710000,149
QJYAERHD,New York,NY,Engineer,Software,0.21643405827586243,0.30693781389594116,0.46999244364687753,0.33112143860622706,False,True,2.0,4633000,151
RKVLOMJQ,Boston,MA,Manager,Finance,0.5039189583077016,0.6699013205335699,0.5719363157988939,0.5819188648800551,True,True,2.0,5203000,248
CHEUYGJV,Kansas City,MO,CMO,Healthcare,0.6881972886980755,0.6253315832195407,0.46260675575646665,0.5920452092246943,True,True,2.0,6985000,214
ZKNFMRLE,San Jose,CA,Data Scientist,Automotive,0.38225293366472113,0.37998028102077663,0.4267436935110678,0.39632563606552185,True,True,3.0,6258000,188
IMBCJUKT,Chicago,IL,Manager,Insurance,0.6044877087424737,0.5815194690921949,0.5638791272969343,0.5832954350438677,True,False,2.0,3435000,329
VQSTUREF,Kansas City,MO,Engineer,Hardware,0.450491362147165,0.5144384441337758,0.5027406177505925,0.4892234746771778,True,True,3.0,5669000,231
MNAOGCKD,Los Angeles,CA,Sales,Healthcare,0.502824686209294,0.4803625134861828,0.6777182747369739,0.5536351581441502,False,False,2.0,3777000,232
OAPIJLQK,Freehold,NJ,Engineer,Insurance,0.5298836164421203,0.5644493957230602,0.4646657018336698,0.5196662379996168,True,True,2.0,4152000,248
JRHSYWEP,Denver,CO,Engineer,Insurance,0.46560095312552374,0.5922217361580451,0.38440003357967106,0.48074090762107996,True,True,2.0,4704000,127
UMPBHTVD,Los Angeles,CA,Manager,Automotive,0.6771782374835034,0.48124465305004543,0.37303932809826523,0.5104874062106046,False,True,2.0,6496000,117
FLVMIEWT,Chicago,IL,Owner,Hardware,0.29119993332894445,0.48459307457282225,0.3949282268240657,0.3902404115752775,True,True,2.0,6336000,183
WTCLRDPE,New York,NY,Sales,Manufacturing,0.4333650606588677,0.27529244557107524,0.5472948457114979,0.4186507839804803,True,False,2.0,4192000,240
EYVRDGZP,New York,NY,Sales,Healthcare,0.589472490107388,0.38626928651617165,0.5241318285034218,0.4999578683756605,True,True,1.0,4730000,168
RVJSOKHM,New York,NY,Sales,Insurance,0.6023597106257307,0.6704436834349917,0.531340222439166,0.6013812054999628,False,False,2.0,3953000,270
RXJWYDTS,New York,NY,CEO,Hardware,0.5420190181954039,0.35275644185423466,0.41874653711027565,0.4378406657199714,True,True,2.0,6522000,222
ZRHIULTK,San Jose,CA,Sales,Healthcare,0.6267676837286086,0.655174864623579,0.5502232723113558,0.6107219402211812,True,False,3.0,5950000,179
BFXNJRZY,San Jose,CA,CMO,Service,0.573786361109618,0.6351647194137984,0.33872977795190923,0.5158936194917753,True,True,2.0,7844000,123
XQFWMKHU,Freehold,NJ,CMO,Service,0.5964742436363943,0.6344829095512518,0.5087605805066581,0.5799059112314348,True,False,2.0,5456000,285
EVPDLYIU,Seattle,WA,Data Scientist,Healthcare,0.4923621158996016,0.5453646411511706,0.5815055053565072,0.5397440874690932,True,True,3.0,7105000,359
QMSFVZDH,Boston,MA,Owner,Manufacturing,0.5274021273217911,0.29096889901387796,0.3769460797446249,0.398439035360098,True,True,2.0,5874000,185
QPYRBNKE,San Diego,CA,Sales,Healthcare,0.5075345815718617,0.5576930807560709,0.5660570756627997,0.543761579330244,True,False,2.0,5468000,266
JHUGTAPV,New York,NY,Sales,Finance,0.865840947441848,0.5937311471406196,0.596542172127393,0.6853714222366203,False,True,1.0,4164000,152
EZYGSBDA,Denver,CO,Engineer,Insurance,0.6247128772083657,0.5198140990089254,0.5256073243899722,0.5567114335357544,False,False,2.0,4268000,274
KPWDASYU,Denver,CO,Data Scientist,Healthcare,0.5112622250147728,0.4769462389591053,0.511565217093928,0.4999245603559353,False,True,2.0,4571000,112
BROZEXDK,Phoenix,AZ,Engineer,Law,0.46206374289273366,0.41874556980823274,0.49421215103439886,0.45834048791178844,False,False,3.0,5171000,143
LIHMXTRB,Freehold,NJ,Owner,Healthcare,0.4946169368442728,0.3951471291936737,0.6338701086271193,0.5078780582216886,False,False,2.0,3425000,196
NACMOBSQ,Las Vegas,NV,,Insurance,0.2002481523945457,0.590109507669685,0.5104468615398818,0.4336015072013708,False,False,2.0,4402000,286
OTKYZGDE,Las Vegas,NV,Sales,Hardware,0.4813381406098142,0.3842222955228397,0.574273374733547,0.479944603622067,False,False,2.0,4696000,272
QKFHJLIU,Columbus,OH,Data Scientist,Insurance,0.37897390546865517,0.4899366968571065,0.5370919691493702,0.46866752382504395,False,False,2.0,4672000,308
KIFYGHVJ,Chicago,IL,Owner,Healthcare,0.5464472406861032,0.6435966479016687,0.5152810996419112,0.5684416627432277,False,True,2.0,5930000,212
NPSRUAWG,New York,NY,Manager,Restaurant,0.3211328763814637,0.5220869675685963,0.42208957231401545,0.4217698054213585,True,False,2.0,3639000,188
TXSIAEMY,Freehold,NJ,Engineer,Insurance,0.4817524159734497,0.5937440743241661,0.4571402514888329,0.5108789139288162,True,False,2.0,4526000,232
IOAMCKQG,San Jose,CA,Sales,Healthcare,0.5208806532408491,0.4990081114891122,0.6776734066725041,0.5658540571341552,False,False,2.0,4627000,241
VDZSOHFQ,San Jose,CA,CEO,Finance,0.41422169606612547,0.5076074571254926,0.5285884414117149,0.48347253153444436,False,False,3.0,7905000,199
KTEPDJHC,Chicago,IL,CEO,Manufacturing,0.5466573400325306,0.47772922187545963,0.46716264013144765,0.49718306734647927,False,True,2.0,5564000,295
HMEUWABF,New York,NY,Manager,Insurance,0.522119917348998,0.44088231874097317,0.44021475063172044,0.46773899557389714,True,False,2.0,4067000,131
YQMDFTRZ,Denver,CO,Sales,Law,0.4007499780673014,0.40222786837543334,0.5218482245354588,0.4416086903260645,True,True,2.0,4939000,221
AGBPMUZO,San Diego,CA,Engineer,Healthcare,0.6248342298923371,0.3767987219006305,0.6091654012666478,0.5369327843532051,True,True,2.0,5349000,313
SVZXPOEN,Denver,CO,,Manufacturing,0.5491014011927421,0.6157931898782004,0.3359866220652149,0.5002937377120524,True,False,3.0,7176000,124
TGXVWJQM,Chicago,IL,CMO,Hardware,0.4381840816948216,0.5454246529783163,0.4778233886949937,0.48714404112271054,False,True,2.0,5287000,226
XLDKYZIA,Chicago,IL,Owner,Insurance,0.671000776376689,0.4335930942949796,0.5235629003383447,0.5427189236700044,True,False,2.0,3300000,233
JOCKLARS,Chicago,IL,Manager,Restaurant,0.3744647428614572,0.5167280651782478,0.516096533439643,0.46909644715978266,True,False,2.0,2709000,293
AGCTIWXZ,Chicago,IL,CEO,Healthcare,0.38384206951489436,0.4237027039496412,0.47038192132313494,0.42597556492922356,True,True,2.0,7092000,234
BWKRHMOL,Boston,MA,CMO,Insurance,0.5509425573517142,0.3469284630683602,0.5042927364310055,0.46738791895035997,False,False,2.0,2915000,204
WOQYSACD,New York,NY,Engineer,Insurance,0.6119046140177724,0.3955666143361228,0.5044487974496988,0.5039733419345314,False,False,2.0,3641000,234
GYJEOKAD,San Jose,CA,CMO,Hardware,0.707200520535413,0.4301272301224792,0.456523562983136,0.5312837712136761,True,False,2.0,6300000,184
WXBOJDGI,Chicago,IL,CEO,Healthcare,0.2945795717635578,0.4537839584429456,0.4662735302178265,0.40487902014144334,True,True,2.0,7010000,227
NFHDPLYU,Los Angeles,CA,Owner,Insurance,0.26662759503308253,0.5175765660597981,0.3576028568471642,0.38060233931334825,True,True,2.0,5978000,118
AUZPVMQL,New York,NY,Sales,Healthcare,0.4430198919667059,0.44448093855223003,0.5882952102463387,0.49193201358842487,True,False,2.0,4295000,259
SPMVTZHN,Seattle,WA,Data Scientist,Finance,0.43854213639738154,0.5561624789383219,0.5113108528736425,0.502005156069782,True,True,3.0,8024000,187
EBHAXRTK,Chicago,IL,Manager,Insurance,0.4675001528423966,0.6541346667285867,0.5832134886001222,0.5682827693903686,True,False,2.0,2572000,328
EWGMLFHC,Phoenix,AZ,Engineer,Automotive,0.5292873725205612,0.5627542147141256,0.46455729210605207,0.5188662931135796,False,False,2.0,4250000,125
LZUFSEGB,Seattle,WA,CEO,Healthcare,0.5686449758478339,0.6978325428287739,0.4922296752548941,0.5862357313105007,False,False,1.0,7511000,247
XWQELUIK,Chicago,IL,Manager,Insurance,0.4055948811765394,0.41948243386178447,0.5919399473655259,0.4723390874679499,True,False,2.0,2741000,331
TSOCIVGE,Los Angeles,CA,Engineer,Healthcare,0.7008746147441651,0.33475201856619197,0.6174276434332392,0.5510180922478655,True,True,1.0,3926000,108
XABVECKU,Las Vegas,NV,Data Scientist,Automotive,0.46950311889142576,0.5806568390541241,0.47000509583516453,0.5067216845935715,False,True,2.0,4524000,130
XLURFMZI,New York,NY,Data Scientist,Insurance,0.6164848965169881,0.6007270850785736,0.4883638292415444,0.5685252702790353,False,False,3.0,4155000,267
XUVMDGWL,San Diego,CA,CMO,Healthcare,0.16065372651204285,0.4718828333185341,0.48231674591864054,0.37161776858307255,False,True,2.0,6668000,203
JZIHBMTR,Chicago,IL,Engineer,Service,0.5322133920784333,0.5734476533198238,0.5134813111323856,0.5397141188435476,False,True,2.0,4528000,225
UWZXRLAI,New York,NY,Sales,Hardware,0.7605963916662792,0.49136728692318976,0.5583833622376804,0.6034490136090498,True,False,3.0,4942000,277
ISWHNZQX,Chicago,IL,CMO,Hardware,0.3338001108554365,0.6841425214066967,0.39783050203388864,0.47192437809867394,True,True,2.0,5989000,167
KSDNMPTI,New York,NY,CEO,Insurance,0.2972125767201388,0.5108087777029597,0.4338368420176256,0.4139527321469081,False,False,2.0,5758000,331
TRUPKMCI,Freehold,NJ,Sales,Law,0.5981589688433793,0.548630173804653,0.5622839301247614,0.5696910242575979,True,False,2.0,5062000,283
FGDTARHN,New York,NY,Engineer,Insurance,0.5714118746367322,0.3471387838486096,0.5255773042623619,0.48137598758256783,True,False,3.0,4530000,297
NFZYDLUC,Denver,CO,Engineer,Insurance,0.5521521641591444,0.5010256994366131,0.4646696747695913,0.5059491794551162,True,False,3.0,4766000,218
YLOFAVER,Kansas City,MO,Engineer,Hardware,0.5470202892268119,0.47383068269506207,0.4924605511666794,0.5044371743628512,False,False,2.0,5145000,167
LJYOMESP,San Jose,CA,Data Scientist,Insurance,0.5573757435321243,0.49576932165104654,0.3991017580101124,0.4840822743977611,False,True,3.0,7016000,205
YAIJFRSG,Denver,CO,Sales,Finance,0.5783254044144917,0.5387344157448904,0.5977730121345215,0.5716109440979679,True,False,3.0,5441000,214
OJYTFAQP,San Jose,CA,CEO,Healthcare,0.45711947513502477,0.5916601535658832,0.6002901654649228,0.5496899313886102,False,False,2.0,6663000,413
KSOZLDCT,San Jose,CA,Data Scientist,Automotive,0.665521431986838,0.3877684080987797,0.4891710401198356,0.5141536267351511,False,True,3.0,6397000,307
JMVHQYRX,Austin,TX,Engineer,Law,0.24658250694906575,0.33794135676540843,0.5315832348240712,0.37203569951284843,False,True,3.0,6034000,267
LDKBNIPJ,Seattle,WA,CEO,Healthcare,0.62628183239089,0.6246160574608726,0.4299815847557345,0.560293158202499,True,False,2.0,7991000,166
FYTCKOAZ,Denver,CO,Engineer,Insurance,0.6899425070988867,0.5961063748933428,0.48785704095320315,0.5913019743151442,True,False,3.0,4880000,245
CQTXDIUS,New York,NY,Data Scientist,Service,0.5782828905260501,0.46138899019576535,0.47688587279390937,0.5055192511719082,False,True,3.0,4967000,162
CKUTIRQY,Chicago,IL,,Insurance,0.47494738666624964,0.5781140610245757,0.5111923007221955,0.5214179161376736,False,False,2.0,3539000,221
WBDZFKNE,New York,NY,CMO,Healthcare,0.651286580161052,0.5044788174852328,0.44353992797522873,0.5331017752071712,False,False,3.0,6994000,162
CHJNWLTX,Phoenix,AZ,Data Scientist,Hardware,0.5703594021534131,0.4863259230662856,0.5973837533805862,0.5513563595334282,True,False,3.0,5477000,356
BUFSHKGV,Columbus,OH,Engineer,Software,0.456622372581591,0.49007859296881195,0.5307411325409852,0.49248069936379607,True,True,2.0,4773000,258
DXRSTWGL,Las Vegas,NV,Engineer,Insurance,0.3283073915396001,0.5727807858485096,0.5624042186822864,0.487830798690132,True,False,2.0,3913000,341
FKVZSOTB,Phoenix,AZ,Sales,Finance,0.46516801724299645,0.5950245010158758,0.6781394876958576,0.57944400198491,True,True,2.0,5730000,282
XJICHQTM,Chicago,IL,CEO,Insurance,0.3840736930869379,0.5065326840756742,0.44747970934197095,0.44602869550152774,True,False,2.0,5012000,365
KJNTMQSV,Austin,TX,Data Scientist,Software,0.5107131859680405,0.5350747900522121,0.4922820028429661,0.5126899929544063,True,False,3.0,6151000,255
XJRIQBOH,New York,NY,Sales,Manufacturing,0.5432442432391081,0.38627897483208123,0.3976037437587129,0.44237565394330075,True,True,2.0,5837000,143
PIMBKOEG,Freehold,NJ,Sales,Hardware,0.40612134029850044,0.42120482230771017,0.5018547605156326,0.44306030770728105,False,True,2.0,4772000,170
LQVIBRKJ,Denver,CO,Sales,Hardware,0.5761925361871238,0.4927803527210348,0.550810942689816,0.5399279438659915,True,False,3.0,5292000,297
AOKEVIYZ,Las Vegas,NV,Engineer,Insurance,0.4708919315921521,0.6041544820698489,0.5079429533805924,0.5276631223475311,True,True,2.0,4762000,276
XPBMAWGH,Denver,CO,Engineer,Automotive,0.44914143140716006,0.5374984252887971,0.528054673315107,0.5048981766703547,False,False,2.0,4716000,265
YHFAOKCX,Chicago,IL,Sales,Healthcare,0.3933874778773316,0.4456786992083989,0.5816554872849865,0.4735738881235723,False,True,1.0,2733000,169
GISPCUHE,Las Vegas,NV,Sales,Law,0.5067770958594356,0.29021410437120676,0.5259592907802576,0.4409834970036333,False,False,2.0,5494000,225
OQALUWCV,Chicago,IL,Owner,Hardware,0.5026434172872493,0.7228525900525592,0.46869279722430107,0.5647296015213699,False,True,1.0,4610000,191
MWYBPVDZ,Freehold,NJ,Sales,Healthcare,0.3898083833190177,0.42801630300228677,0.5040769034353616,0.44063386325222204,False,True,1.0,4838000,138
